Unnamed: 0,EmpID,FirstName,LastName,StartDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
221,3648,Keyon,Hensley,2022-02-23,Production Technician II,Peter Smith,keyon.hensley@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Production       ,Aerial,1948-06-27,MA,Lineman,Female,76615,Other,Divorced,Exceeds,4
222,3649,Elisha,Ruiz,2022-08-13,Production Technician II,Stephen Green,elisha.ruiz@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,1968-06-06,MA,Technician,Female,26602,White,Married,Exceeds,4
224,3651,Jeremy,Meyer,2019-10-14,Production Technician II,Chad Jones,jeremy.meyer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,General - Con,1991-01-19,MA,Lineman,Female,90347,White,Single,Fully Meets,3
227,3654,Cassius,Gates,2022-11-23,Production Technician I,Jody Cox,cassius.gates@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,Production       ,Aerial,1995-03-30,MA,Lineman,Male,17975,Asian,Divorced,Exceeds,4
228,3655,Martha,Kemp,2023-02-25,Production Technician I,Shelia Good,martha.kemp@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,1998-10-20,MA,Engineer,Male,97142,Asian,Married,Fully Meets,3
422,3849,Nancy,Clay,2021-02-13,IT Support,Darryl Vargas,nancy.clay@bilearner.com,CCDR,Active,Contract,Zone A,Part-Time,IT/IS,General - Con,1979-01-21,MA,Foreman,Female,78801,White,Widowed,Fully Meets,3
229,3656,Francesca,Mcmahon,2019-12-15,Production Technician I,Darlene Green,francesca.mcmahon@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Underground,2001-04-14,MA,Laborer,Male,72523,Hispanic,Divorced,Exceeds,5
230,3657,Lorelei,Walls,2021-08-29,Production Technician I,Christine Mccarthy,lorelei.walls@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Production       ,General - Con,1992-03-04,MA,Flagger,Female,44406,Black,Single,Fully Meets,4
233,3660,Aron,Hester,2019-05-24,Production Technician I,Joel Browning,aron.hester@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,1974-06-21,MA,Supervisor,Male,73540,Hispanic,Single,Exceeds,3
235,3662,Hugh,Berry,2023-06-13,Production Technician I,Linda Cummings,hugh.berry@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Wireline Construction,1973-04-18,MA,Laborer,Male,90473,Other,Married,Exceeds,2
238,3665,Dalton,Bowen,2019-11-22,Production Technician I,Lucas Morse,dalton.bowen@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Production       ,Field Operations,1985-03-30,MA,Field Technician,Male,54319,Asian,Married,Fully Meets,3
245,3672,Rhett,Valenzuela,2019-01-14,Production Technician II,Aaron Holland,rhett.valenzuela@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,1991-02-24,MA,Foreman,Female,44501,Asian,Divorced,Fully Meets,3
249,3676,Leah,Robinson,2018-08-29,Production Technician I,Craig Hawkins,leah.robinson@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Production       ,Yard (Material Handling),1993-11-29,MA,Associate,Male,35858,Black,Divorced,Fully Meets,3
250,3677,Dayami,Bailey,2022-10-01,Production Technician I,Matthew Hughes,dayami.bailey@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,1960-02-04,MA,Supervisor,Male,27462,Hispanic,Single,Fully Meets,3
251,3678,Ramon,Fleming,2021-07-22,Production Technician I,Chad Ramirez,ramon.fleming@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Production       ,General - Eng,1999-05-24,MA,Drafter,Male,65321,Asian,Single,Fully Meets,3
252,3679,Pedro,Harrison,2019-12-14,Production Technician I,Erica Moore,pedro.harrison@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,1989-07-16,MA,Engineer,Male,54017,Asian,Divorced,Fully Meets,3
253,3680,Harrison,Hudson,2020-03-27,Production Technician I,Felicia Ashley,harrison.hudson@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Production       ,Underground,1985-09-14,MA,Operator,Female,51584,Other,Divorced,Fully Meets,3
254,3681,Taniya,Lane,2021-11-25,Production Technician I,James Williams,taniya.lane@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,1976-03-17,MA,Project Manager,Female,75321,Black,Widowed,Fully Meets,3
255,3682,Rene,Wallace,2023-07-08,Production Technician I,Michael Diaz MD,rene.wallace@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,1943-04-28,MA,Technician,Female,37646,Black,Single,Fully Meets,4
260,3687,Bria,Mcpherson,2019-05-17,Production Technician I,Brianna Blake,bria.mcpherson@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,1944-08-20,MA,Supervisor,Female,26340,White,Divorced,Exceeds,1
262,3689,Rashad,Wells,2021-07-16,Production Technician I,Jonathan Gutierrez,rashad.wells@bilearner.com,EW,Active,Contract,Zone A,Temporary,Production       ,Field Operations,1960-12-29,MA,Laborer,Male,95832,Asian,Married,Exceeds,3
264,3691,Chace,Church,2020-11-23,Production Technician I,David Valenzuela,chace.church@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,Production       ,Finance & Accounting,1993-01-03,MA,Manager,Male,34316,Asian,Single,Needs Improvement,1
265,3692,Zayne,Hunter,2019-11-11,Production Technician I,Lisa Jordan,zayne.hunter@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Production       ,Aerial,1979-12-15,MA,Lineman,Male,75371,Black,Widowed,Needs Improvement,3
270,3697,Sonia,Skinner,2020-06-28,Production Technician II,Connor Galloway,sonia.skinner@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Production       ,Field Operations,1992-12-26,MA,Technician,Female,51256,Other,Single,PIP,4
273,3700,Brenden,Nash,2019-10-24,Production Technician I,Wendy Rogers,brenden.nash@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,1988-04-12,MA,Supervisor,Male,93840,Hispanic,Divorced,PIP,1
274,3701,Genesis,Coleman,2019-11-09,Production Technician I,Bryan Greer,genesis.coleman@bilearner.com,NEL,Active,Part-Time,Zone B,Temporary,Production       ,Shop (Fleet),1948-06-20,MA,Mechanic,Male,35917,Other,Single,PIP,2
275,3702,Justice,Branch,2019-07-13,Production Technician I,David Brown,justice.branch@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Production       ,Aerial,1976-04-22,MA,Foreman,Male,22165,Asian,Single,Exceeds,3
279,3706,Mareli,Parker,2019-09-23,Production Technician I,Lisa Hamilton,mareli.parker@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,1974-11-08,MA,Laborer,Male,59933,White,Divorced,Exceeds,3
280,3707,Joshua,Mitchell,2022-12-11,Production Technician I,Kenneth Keller,joshua.mitchell@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Production       ,Engineers,1995-12-01,MA,Manager,Male,81280,Asian,Divorced,Exceeds,3
283,3710,Dean,Middleton,2021-10-29,Production Technician I,Rebecca Henderson,dean.middleton@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Production       ,Aerial,1960-10-16,MA,Foreman,Female,64630,Hispanic,Single,Exceeds,1
284,3711,Marlene,Bates,2021-07-17,Production Technician I,David Bowman,marlene.bates@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Production       ,Finance & Accounting,1981-01-03,MA,Administrative,Female,36588,Black,Single,Needs Improvement,1
286,3713,Melanie,Kennedy,2020-07-21,Production Technician I,Michelle Miller,melanie.kennedy@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,1985-04-10,MA,Administrator,Male,87025,Hispanic,Widowed,Fully Meets,3
287,3714,Aleena,Mercer,2020-01-19,Production Technician I,Kyle Turner,aleena.mercer@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,1965-04-19,MA,Laborer,Male,93985,White,Married,Fully Meets,4
288,3715,Jake,White,2021-09-12,Production Technician I,Dawn Mendoza,jake.white@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Production       ,Project Management - Con,1976-03-05,MA,Coordinator,Male,27233,Black,Widowed,Fully Meets,4
290,3717,Keshawn,Le,2023-05-18,Production Technician II,Samuel Turner,keshawn.le@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,1992-11-07,MA,Specialist,Female,21090,Asian,Married,Fully Meets,2
292,3719,Cannon,Hester,2022-07-22,Production Technician II,David Ward,cannon.hester@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Production       ,Underground,1947-07-08,MA,Laborer,Female,47989,Hispanic,Divorced,Fully Meets,3
300,3727,Katherine,Russo,2021-08-26,Production Technician I,Courtney Garcia,katherine.russo@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,1945-01-15,MA,Supervisor,Female,37883,Other,Divorced,Fully Meets,3
301,3728,Aydan,Robbins,2021-12-23,Production Technician I,Tamara Grant,aydan.robbins@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Production       ,Splicing,1967-02-07,MA,Laborer,Male,39843,Hispanic,Divorced,Fully Meets,5
303,3730,Bobby,Chung,2022-01-18,Production Technician I,Sharon Vincent,bobby.chung@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Production       ,Fielders,1965-12-08,MA,Engineer,Male,2548,Black,Widowed,Fully Meets,4
305,3732,Orion,Ochoa,2020-05-31,Production Technician I,Charles Hoover,orion.ochoa@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Production       ,Field Operations,1954-07-03,MA,Technician,Male,27650,Black,Widowed,Fully Meets,5
307,3734,Lindsey,Rocha,2019-03-07,Production Technician I,Melissa Alvarez,lindsey.rocha@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Production       ,Technology / It,1964-07-21,MA,Engineer,Male,74284,White,Divorced,Fully Meets,3
308,3735,Chace,Gray,2019-05-29,Production Technician I,Joel Nichols,chace.gray@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Production       ,Wireless,1963-07-11,MA,Project Manager,Male,81455,White,Married,Fully Meets,1
310,3737,Arielle,Escobar,2018-11-19,Production Technician I,John Hill,arielle.escobar@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,People Services,1946-12-11,MA,Director,Male,67176,Hispanic,Divorced,Fully Meets,5
316,3743,Mercedes,Cook,2020-05-30,Production Technician I,Stephanie Valdez,mercedes.cook@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Production       ,General - Con,1950-09-13,MA,Locator,Male,13394,Black,Married,Fully Meets,2
317,3744,Skyler,Blankenship,2020-09-11,Production Technician I,Christopher Garcia,skyler.blankenship@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Production       ,Aerial,1964-12-22,MA,Lineman,Female,50967,Asian,Widowed,Fully Meets,5
319,3746,Bridget,Wu,2020-07-13,Production Technician I,Judy Lambert,bridget.wu@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Shop (Fleet),1969-08-21,MA,Mechanic,Male,68039,Black,Widowed,Fully Meets,3
321,3748,Aron,Ali,2019-04-06,Production Technician I,Shawn Mckay,aron.ali@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,1969-08-20,MA,Laborer,Male,96739,Other,Married,Fully Meets,1
322,3749,Kayden,Soto,2021-02-16,Production Technician I,Samantha Pugh,kayden.soto@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Production       ,Project Management - Eng,1985-05-02,MA,Planner,Female,27488,Other,Married,Fully Meets,4
323,3750,Micaela,Conner,2020-02-17,Production Technician I,Sheryl Curtis,micaela.conner@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Production       ,Engineers,1955-02-16,MA,Engineer,Male,49299,Black,Single,Fully Meets,1
324,3751,Arthur,Mitchell,2021-10-15,Production Technician I,Eric Knight,arthur.mitchell@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Production       ,Aerial,1972-12-24,MA,Model Assistant,Male,32547,Other,Single,Fully Meets,3
325,3752,Deven,Morse,2022-07-06,Production Technician I,Morgan Ross,deven.morse@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,1954-10-12,MA,Engineer,Male,11664,White,Divorced,Fully Meets,2
329,3756,Junior,Bridges,2021-05-24,Production Technician I,Melissa Hernandez,junior.bridges@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,1944-06-01,MA,Driller,Female,13669,Hispanic,Married,Fully Meets,3
333,3760,Ryan,Tate,2021-08-24,Production Technician I,Sherry Morris,ryan.tate@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,1960-02-12,MA,Technician,Male,20814,Other,Widowed,Fully Meets,3
335,3762,Gavyn,Riggs,2020-07-18,Production Technician II,Lauren Villarreal,gavyn.riggs@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Engineers,1949-05-11,MA,Engineer,Female,65366,Black,Divorced,Fully Meets,2
337,3764,Cristal,Bradshaw,2022-02-16,Production Technician II,Tiffany Stone,cristal.bradshaw@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Production       ,General - Sga,1995-12-13,MA,Manager,Female,41487,Black,Single,Fully Meets,3
338,3765,Guadalupe,Burke,2022-09-02,Production Technician II,Eric Smith,guadalupe.burke@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Production       ,Yard (Material Handling),1969-06-30,MA,Runner,Female,36904,Hispanic,Widowed,Fully Meets,3
341,3768,Morgan,Blackwell,2020-12-31,Production Technician I,David Garcia,morgan.blackwell@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Production       ,Catv,1991-05-30,MA,Foreman,Female,37838,Black,Divorced,Fully Meets,4
342,3769,Ivan,Wright,2020-12-12,Production Technician I,Laura Chavez,ivan.wright@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Production       ,Fielders,1952-11-21,MA,Engineer,Male,15968,Asian,Married,Fully Meets,3
350,3777,Kaitlin,Barker,2021-11-09,Production Technician I,Penny Estrada,kaitlin.barker@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Production       ,Aerial,1966-03-21,MA,Lineman,Male,12906,Black,Single,Fully Meets,3
356,3783,Aaliyah,Watts,2020-05-09,Production Technician I,Jared Whitehead,aaliyah.watts@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Production       ,Fielders,1962-04-11,MA,Engineer,Male,7773,Asian,Divorced,Fully Meets,3
357,3784,Ashton,Larsen,2022-08-14,Production Technician I,William Price,ashton.larsen@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Production       ,Splicing,1998-03-14,MA,Supervisor,Female,55514,White,Single,Fully Meets,3
358,3785,Joshua,Gibson,2022-01-18,Production Technician II,Sheri Jackson,joshua.gibson@bilearner.com,PL,Active,Contract,Zone C,Temporary,Production       ,Project Management - Con,1977-10-20,MA,Director,Female,13406,Black,Divorced,Fully Meets,3
362,3789,Deanna,Sellers,2020-06-07,Production Technician II,Randall Frey,deanna.sellers@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Production       ,Wireline Construction,1977-05-25,MA,Foreman,Female,30804,Other,Widowed,Fully Meets,3
364,3791,Bentley,Rush,2020-03-28,Production Technician I,Ashley Petty,bentley.rush@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Production       ,Finance & Accounting,1978-02-02,MA,Administration,Female,32417,Asian,Divorced,Fully Meets,3
366,3793,Roselyn,Roberts,2019-04-20,Production Technician I,Steven Walton,roselyn.roberts@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,1952-01-15,MA,Manager,Male,34278,Asian,Married,Fully Meets,3
367,3794,Ayden,Chambers,2018-09-09,Production Technician I,Abigail Robinson,ayden.chambers@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Production       ,General - Con,1996-01-20,MA,Foreman,Male,40836,Asian,Widowed,Fully Meets,5
368,3795,Kaitlynn,Serrano,2022-07-14,Production Technician I,Brandi Howell,kaitlynn.serrano@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,1989-08-01,MA,Manager,Male,59081,White,Divorced,Exceeds,3
370,3797,Maria,Grant,2020-05-15,Production Technician I,Connie Martinez,maria.grant@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Production       ,Catv,1975-06-26,MA,Splicer,Female,32969,Black,Married,Fully Meets,3
372,3799,Sophie,Zavala,2022-10-15,Production Technician I,Ryan Carlson,sophie.zavala@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Production       ,Executive,1964-11-24,MA,Director,Male,95984,Hispanic,Single,Exceeds,3
373,3800,Amya,Grant,2019-07-11,Production Technician I,Jamie Henderson,amya.grant@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Production       ,General - Sga,1950-12-09,MA,Administrator,Male,31864,Other,Married,Fully Meets,3
374,3801,Jaydan,Neal,2019-10-02,Production Technician I,Jamie Stark,jaydan.neal@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Production       ,Field Operations,1948-01-18,MA,Laborer,Female,54738,Hispanic,Single,Fully Meets,3
375,3802,Amiyah,Ramirez,2021-03-04,Production Technician I,Michael Andrade,amiyah.ramirez@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Production       ,Field Operations,1947-03-28,MA,Project Manager,Male,65896,White,Divorced,Fully Meets,3
377,3804,Brendon,Wilson,2019-05-15,Production Technician I,Virginia Short,brendon.wilson@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,1978-09-26,MA,Lineman,Female,17561,Hispanic,Single,Fully Meets,3
378,3805,Nancy,Short,2022-04-28,Production Technician I,Heather Bell,nancy.short@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Production       ,General - Con,1982-04-23,MA,Mechanic,Male,13779,Other,Divorced,Fully Meets,3
383,3810,Ann,Daniele,2020-02-16,Sr. Network Engineer,Thomas Wilson,ann.daniele@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,IT/IS,General - Sga,1959-10-10,CT,Administrator,Female,6033,Black,Single,Fully Meets,3
386,3813,Alejandro,Bacong,2022-08-24,IT Support,Joseph Mathews,alejandro.bacong@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,IT/IS,Engineers,1955-02-25,MA,Engineer,Male,1886,Hispanic,Widowed,Fully Meets,3
388,3815,Neville,Tredinnick,2021-03-26,Network Engineer,Mary Mcmillan,neville.tredinnick@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,IT/IS,Project Management - Con,1984-05-26,MA,Coordinator,Male,1420,White,Divorced,Fully Meets,3
389,3816,Anthony,Cisco,2021-05-01,IT Support,Kyle Adams,anthony.cisco@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,IT/IS,Field Operations,1956-08-10,MA,Technician,Male,2135,Hispanic,Single,Fully Meets,3
392,3819,Tanya,Morway,2020-01-20,Network Engineer,William Johnson,tanya.morway@bilearner.com,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Aerial,1957-11-26,MA,Foreman,Female,2048,Asian,Single,Fully Meets,3
394,3821,Jeremiah,Semizoglou,2021-12-18,Sr. Network Engineer,Jonathan Knight,jeremiah.semizoglou@bilearner.com,TNS,Active,Contract,Zone A,Temporary,IT/IS,Field Operations,1981-04-03,MA,Manager,Male,1545,White,Single,Fully Meets,3
397,3824,Derek,Holmes,2020-01-07,IT Support,Carolyn Richards,derek.holmes@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,IT/IS,General - Sga,1948-11-21,MA,Administrator,Male,83312,Black,Single,Fully Meets,3
398,3825,Danika,Deleon,2022-11-05,IT Support,Karen York,danika.deleon@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,IT/IS,Field Operations,1998-05-23,MA,Tower Hand,Male,97413,Black,Married,Fully Meets,3
400,3827,Frankie,Carrillo,2019-05-29,IT Support,Dana Ballard,frankie.carrillo@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,General - Eng,1992-09-24,MA,Engineer,Male,79707,Asian,Widowed,Fully Meets,3
401,3828,Quintin,Solomon,2019-09-12,Sr. Network Engineer,Charles Duncan,quintin.solomon@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,IT/IS,Aerial,1990-10-28,MA,Lineman,Male,84152,Black,Divorced,Fully Meets,3
403,3830,Mariana,Glass,2019-08-20,Principal Data Architect,David Zavala,mariana.glass@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,IT/IS,Field Operations,1947-05-30,CT,Tower Hand,Male,89892,White,Widowed,PIP,3
404,3831,Payton,Cross,2018-09-14,Enterprise Architect,John Holt,payton.cross@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,1950-03-07,CT,Laborer,Female,16260,Hispanic,Divorced,Needs Improvement,3
409,3836,Marcos,Petty,2021-08-13,IT Support,Heather Farmer,marcos.petty@bilearner.com,PL,Active,Contract,Zone A,Temporary,IT/IS,General - Con,1946-01-12,MA,Technician,Male,9738,Black,Single,Fully Meets,3
